customer_tweet_id,customer_clean,brand_response,cluster,intent
16117,No speedy respnse frm the seller side..I asked 2 return my money but they are not ready 2 clr my issue i need my query to b solved,@119535 time frame has passed and you haven't received any update or if you aren't satisfied with seller's reply then you may file 2/n ^SH,8,return_or_refund
313278,Sans vous oublier l'aide en ligne et le S.A.V. 💋 Bonne journée à vous 😘,@190809 https://t.co/z0tRSP2D75,4,other
1308064,"Always cares about customers,have had an amazing experience wid specially its customer service #AmazonPayQuiz #CompanyThatCares","@347917 Thank you indeed for keeping us inspired to do such great work.
Happy Shopping ;) ^AR",2,other
2260606,"he devuelto unas cosas, hace unos meses, me hicieron el rembolso y ha pasado un mes y no aparece en mi cuenta, ayuda!",@658234 Buenas noches. Lamento saber de este inconveniente. Por favor contacta nuestro Servicio al Cliente en este enlace: https://t.co/beR78zMMYB ^JJ,10,return_or_refund
2463836,you have worst customer service. Is looting customers is a new way of making money.? Called customer care numerous time but failed,@705207 We regret the inconvenience. Could you please elaborate your concern. We'll get it sorted. ^SB,2,customer_service_complaint
2346248,"And just when you thought you got your shit together, mail to you both the left shoe..Do i look like i have two left foot??!! 😡#MondayMorning #EmailinProgress",@678405 I'm terribly sorry that happened! You can also reach us by phone or chat using the contact us option here: https://t.co/hApLpMlfHN ^NC,5,delivery_failed_or_wrong
2562049,¿En qué consiste el descuento del 10%? Gracias,"@727109 Hola Omar, ¿podrías comentarnos un poco más acerca de la promoción a la que te refieres? ¿Estás hablando acerca de esta oferta: https://t.co/zxuuzkEPNF? ^LG",10,product_information
1108298,A customer service rep. Un-linked my home address from ALL 10 of my Bank cards (cont),@381562 Can you contact us here: https://t.co/hApLpMlfHN? ^MC,2,account_access
2811105,"I contacted yesterday regarding a separate delayed order and got the ""free month"" reply. Today's issue is new but on a VERY time sensitive order. I run over 250k thru amazon yearly for personal and business. Very disappointing! Happening a LOT lately!","@783916 I'm sorry to hear that Matt, have you noticed a pattern there, are the orders that are late always being delivered with the same carrier? What is the status of your current order: https://t.co/Y5jpI9ys9c ? ^MA",8,delivery_delayed
493509,"My Order with Tracking ID NUM has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?",@232646 I'm sorry about the conflicting scan codes. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,0,delivery_not_received
1493761,Not the day after or any other day for that matter!,@465804 Please contact us here: https://t.co/JzP7hlA23B via phone/chat so we can take a look! ^AB,6,delivery_delayed
245832,"I have a motherboard that's not opened, is there anyway I can return it for a newer product and pay the difference?",@161244 You can look into available return/refund options here: https://t.co/z9qYFxXqai. Let us know if you need anything else. ^CE,3,return_or_refund
678308,"#Amazon.in .. Can you please let me know my order delivery.. Tracking shows, handed over to me... BUT NOT.. I'M IN OFFICE NOW.. I asked mystery wife, my building security... Now one knows... Order no. 407- NUM - NUM Please update ASAP",@281826 Sorry about the conflicting tracking update. We'll not be able to check your information as Twitter is a social platform. Kindly fill in your details here: https://t.co/beaaDm0muc and we'll get this sorted at the earliest. 1/2^SC,7,delivery_not_received
2899532,Que bonito que mi paquete llego en menos de 12 hrs ❤️ los quiero.,@803279 Estamos intentando viajar lo más rápido posible. ⚡️⚡️ Nosotros también te queremos. 💕  ¿Ya estrenaste el pedido? 😱😍  ^KS,10,other
707850,me parece increíble que pague 6€ para que el envío me llegue hoy y no lo tenga... Mis 6€ por favor? Gracias,"@289221 Hola, Uve. ¿Podrías confirmarnos la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR",10,delivery_delayed
2698970,Speaking to one of your advisors made it worse! Was told package would be delivered first thing this morning...now my account says tomorrow! #unhelpful,@132558 I am really sorry to heat this Teresa. If it does not turn up tomorrow please get back in touch and we will investigate this further. ^SM,11,customer_service_complaint
1996374,"Well, yes, all of them. As I have paid for a service, which I am not currently reciving.",@492154 Prime one-day delivery is one day from dispatch. The checkout process will give you the best indication of when you can expect to receive your orders. What was the delivery date given during check out / in your order confirmation email? ^MI,2,delivery_delayed
1661499,Désolée mon PC était en cause je viens de tester sur mobile ! Merci,"@506764 D'accord 🙂 Excellente journée.
^ARC",4,product_or_device
1011666,total waste customer care Ihave ordered mobile..make fool of cashback..Amazon started doing things fake.things customer care waste,@359369 I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^PJ,2,customer_service_complaint
2965277,"I placed an order on 11/19, which is supposed to be delivered by today by 8pm. The mail already ran - it's not here. shows that pre-shipment info sent and awaiting item. only one that shows it due today. 11 days is a long wait.",@818097 I'm very sorry you haven't received your order. Have we sent any notification of a possible delay? Check the spam/junk folder as some messages may be routed there. Have we updated the delivery date in your orders here: https://t.co/Y5jpI9gRhE We're here for you! ^SK,0,delivery_delayed
741629,One parcel was for delivery on 10th and one for the 11th.,"@297368 Using the same link previously provided, what does the latest tracking show for both parcels? ^KN",6,order_status
2364705,"Update on the thing from Saturday. It WAS delivered to the office. They said the guy claimed I wasn't home when I was home all day. they usually just leave it at my doorstep, regardless, so I presume the guy delivering it was new.","@177493 Thanks for the update. I'm glad the package was found. If you need any further assistance, please let us know. ^BH",5,delivery_failed_or_wrong
919043,J'étais en train de remplir le formulaire ^^.,@338173 D'accord ^ KO,4,other
2621041,Son casi los únicos donde compro en línea :) gracias!,"@740590 ¡Con gusto! Cuéntanos, ¿Qué es lo que más te gusta comprar en Amazon? 😎 ^AA",10,other
1622222,Y solo falta que me traiga mis mildliners. Increíble que Wish sea mucho más puntual 😑,"@497034 Hola, Vicky, lamento el inconveniente, me podrías informar ¿Cuál es la fecha estimada de entrega de tu pedido? ^AZ",10,delivery_delayed
86077,That didn’t answer my question. How is it 2 day Shipping if it’s actually 4 Days?,@134792 Some items may require additional processing time. Shipping refers to transit time once your item has shipped in business day. Have we missed the expected delivery date with a current order? You can check here  https://t.co/Y5jpI9gRhE ^DJ,5,delivery_delayed
971834,your delivery & exchange process experience is terrible. Its been almost 2 days but order yet to be delivered.,@350543 Sorry to know about the delivery issue. Have you reported the issue to our support team here: https://t.co/00q4Sqj9zL for help? ^KA,0,delivery_failed_or_wrong
225339,# I bought a phone and the delivered product is defective and already 6-7 days but company is denying refund.,@169744 Sorry for the inconvenience. We're following up with your query here: https://t.co/wYGpsqkOrG. Please refer. ^GS,0,product_or_device
721297,"Yes, but the order doesn't show at all (not even as cancelled). This is why I called them.","@292657 We're really sorry about that, our investigators noticed that someone tried to take control of your account that's why 1/2 ^AR",3,order_status
641690,de qué sirve que tenga Amazon Prime si mi pedido “en un día” lleva más de 3 días de retraso? 🙄 no es la primera vez que me pasa...,"@272295 ¡Hola, Julio! Lamentamos lo ocurrido, en este caso ¿ya entraste en contacto con el transportista para más información sobre la entrega del pedido?. ^NB",10,delivery_delayed
390423,order no 408- NUM - NUM . Can you deliver it today or tomm before 9.30A.M please,"@208430 Could you share the latest tracking update on your order? Also, has the order missed it expected delivery date? ^JC",7,delivery_delayed
2934401,Directly from Amazon EU,@811375 Sorry to hear about the damaged packaging. You can arrange a return and check what options are available for you here:  http:https://t.co/5RcjVPJgUP ^MI,1,product_information
1339606,Sympa le nouveau système d’Amazon. Un livreur Amazon vient me donner un rouleau PQ et il a même essuyé la petite goutte. 👍🏼,"@432463 Bonjour, je suis désolée pour cela.
Pourriez-vous nous indiquer le transporteur s'étant occupé de la livraison de votre colis?^FT",4,delivery_failed_or_wrong
2584199,"Hey, I've got a bit of an issue. My order says my package was delivered but it can't be found anywhere and no one else in the house received it.",@659259 Oh my! I'm sorry for the trouble. We don't have access to your account via Twitter. Please reach out to us here: https://t.co/hApLpMlfHN ^MO,11,delivery_not_received
2236238,Hi there. I placed Order # 206- NUM - NUM 8 days ago but it still had not been dispatched. Can you look into this for me please?,"@652172 Hey Laura! I'm sorry about the delay in your order. Is there any updated information for that particular order? You could check that out here:  https://t.co/aaDyEz1VgE
If there is no update, please let us know so that we figure out another option for you. ^GP",7,delivery_delayed
2385408,"Sii 😍. De Cumpleaños estamos estos dias, el mio es el día 1, pero no he podido evitar y me he adelantado en pillarme el Gran Turismo Sport 😍",@209571 ¡Y justo hoy viernes! ¿Qué más necesita tu fin de semana?  ^AR,10,other
512415,"it says my package was delivered to the ""mail room"" but we have no ""mail room"" and all my previous Amazon packages arrived at my door. Please help .","@140841 Yikes! Just to confirm, which carrier was assigned to deliver your package here: https://t.co/Y5jpI9gRhE? ^TN",11,delivery_failed_or_wrong
1016790,What i hv ordered and i got 😡 #pathetic #AmazonGreatIndianFestival,@360575 I have also shared your feedback with the concerned team for review. [2/2] ^HA,3,delivery_failed_or_wrong
2151105,Hey loosers what's the status?,"@550901 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",3,order_status
2475925,"Yes. Issue seems to be you can allocate delivery instructions / phone number to *an* order, but not to *all* orders from the same account. So we have to do this every time. Surely you can fix that at your end?? Pointless paying for Prime if that’s really the case",@707774 Hi Sophie. You can add delivery instructions before you place the order. Please visit: https://t.co/OYXibr1g05 for more info. ^CN,6,order_status
1268279,does your 11 oct falls on 11 nov? Called your customer care. Haven’t received order yet. Shame,"@416958 Sorry about the stretch, Rishabh. We'd like a closer look, please drop in the details here: https://t.co/GIJyeYqKE0 ^MS",2,customer_service_complaint
2622585,"Woke up sick again. What’s even worse, my Amazon package says it’s been delivered and received.. I didn’t get a package.. Yikes.",@740923 Oh no! I'm sorry to hear your package hasn't been located and also that you're sick! Who's the carrier assigned to the delivery? These steps might also help locate your package: https://t.co/BTNAUp65yr Please keep us updated! ^AB,11,delivery_not_received
984193,there is no option for such a case ..please help,@353320 We can't access your Amazon account over Twitter. Kindly use the link above to connect with our support team . ^CB,9,other
677619,is #OnePlus5T available for all customers or only prime member on the sale on 24 November???,@281645 The One Plus 5T will be available for all and early access sale will be for Prime members on 24th November 12.00 P.M on wards. You could check for the same here: https://t.co/12UYC4KfVa. ^AR,3,product_information
2675658,what's going on with your customer service??? We have been misinformed & mislead. I am out over $270 because of poor cust s advice.,"@753130 Terribly sorry for your previous experience w/ us! W/o sharing any personal info, please give more insight as to what's going on? ^JZ",2,customer_service_complaint
1071091,"Hey don't worry about delivering the parcels, just leave them on the step 👍🏻","@372754 I'm sorry for the trouble! Have you reported this to us by phone or chat, yet: https://t.co/JzP7hlA23B? ^ST",5,order_status
1277038,. Dont buy amazon prime.they dont care you are normal or prime they will not help you after delivery.worst customer support,@415730 I apologize for what happened. Request you to share the details here: https://t.co/cQVomR1pWz and we'll look into this. ^SK,1,customer_service_complaint
2307840,kinda super sad that broke my #reputation cd case that I ran to the door to get on Friday... don't do like that.,"@669453 I'm so sorry your CD case was damaged! Please, call us to leave feedback and we can go over your available options: https://t.co/hApLpMlfHN ^EB",3,delivery_failed_or_wrong
1144986,"So... I have been waiting weeks for someone to contact me about my account. I can't get help, no?",@216862 Can you confirm which site your account is with? https://t.co/PQPnSFSCPS or? When was the last update you received? ^NV,9,customer_service_complaint
1188598,"Problem is at end, they have the package, they are not delivering 1/2",@399504 Please contact us from the link given earlier and we'll be sure to help you in getting this issue resolved. ^ZH,11,delivery_delayed
1606288,: really poor service demostrated by updating not able to contact you # ORDER # 407- NUM - NUM,@493448 Sorry to learn that your order is not delivered. Let us get it right. (1/3)^HR,7,customer_service_complaint
2331884,ur customer service rep Andrew just basically told me too bad re 2 day shipping. SMH #walmarthereicome #cxlamazonprime,"@674994 (2/2) While we strive to ship items as quickly as possible, some orders may take extra time to process. ^WT",2,customer_service_complaint
2825459,"been on hold waiting for a support agent to ""check something"" for over 20 minutes now. 4th person who cannot/will not help me from Amazon today. #greatservice","@250451 Without posting any personal information, can you let us know what has happened? ^KI",9,customer_service_complaint
2752566,You guys should switch from China Post to some other shipping company for sending products from China. Been a month and have not received my package and no updated tracking status avaliable as well although I am a Prime Member.,"@572063 I'm sorry for the frustration with your order. Have you reached out to the seller?
 For help contacting the seller, please follow the steps here: https://t.co/2VF2szKEWC. ^DG",11,delivery_delayed
80565,Tracking says it’s been delivered. I was supposed to get a replacement but your staff was less than helpful. I’ve called multiple times and received different answers each time,"@116058 Thanks for that information, Travis. Could you please let us know who the carrier was for this order? You can find that information here: https://t.co/Y5jpI9gRhE ^RB",0,delivery_not_received
115954,jap. So kann man auch eine Stunde seines Lebens verbringen :D,@141822 Konnte wenigstens beim zweiten Anlauf alles geklärt werden? :) ^SI,3,other
1331171,no mail is there addressing the issue apart from 28th from Abhishek. Now see ur service..!!,"@210089 If you've replied to our email correspondence, we'll look into it and get back to you soon. Appreciate your patience. ^MO",8,customer_service_complaint
2166484,"Order # 406- NUM - NUM Bank payment details- 08-Nov- NUM (08-Nov- NUM ) TO TRANSFER INB AMAZON 2TU2ReqjDrUry8dnsPIGACIHWLQ7 11,079.00 But why cancel",@635846 please reach us via the link provided earlier and we'll reach out to you soon. (2/2) ^VM,7,payment_or_billing
132571,Thanks a lot Mustafa for resolving this issue promptly!,"@145908 You are most welcome, Tarun! ^SF",8,other
2541726,Ordered something off amazon & the tracking # has said “it’s out for delivery arriving today by 8pm” FOR 3 DAYS STRAIGHT NOW!! 🙃🤨,"@722692 Apologies for the delay, Vanessa. May I ask which carrier is delivering your parcel? Were you emailed with a new delivery date? Keep us updated! ^CN",6,delivery_delayed
1548337,Wayfaring by Tikuli via This is the link to the book. Just as info. The browsing categories are now removed. The other book is listed wrongly. I have followed all instructions. Can't they just be put rightly? #fail,@152508 I understand your concern regarding the browsing categories. Please reply to the correspondence with your concern and we will look into it. ^AH,5,product_information
381432,Yes. I ordered it and signed up for prime specifically for the one day delivery. And now it'll take till Friday,"@206454 I'm really sorry Jim, what is the delivery date in the order confirmation email? ^AT",6,delivery_delayed
2641725,Just got hung up on by,@300522 I'm sorry to hear about the connection issues! Please reach us again via phone or chat here: https://t.co/Y7LpUGGq57 ^SH,5,customer_service_complaint
603935,Non du tout le transport était parfait,"@263540 Avez-vous contacté notre SAV pour leur faire part de la situation ?
^MD",4,other
1666208,"Order not received Order# 402- NUM - NUM Status:Delivered yesterday Courier: Delhivery, Tracking #: NUM",@144477 We understand you are yet to receive your order. I'm sorry the tracking status was marked as delivered and you have not yet received the product. Let me investigate this further and help assist. Kindly fill in your details here https://t.co/hNzZfZFkiM (1/2) ^VM,7,delivery_not_received
1406584,Yes! Waiting for a package that has been out for delivery all day. I need it in the next 30 mins.,"@211908 We'd like to take a closer look at available options w/ you via phone/chat, Tyler! Please reach us here: https://t.co/JzP7hlA23B ^CS",11,delivery_delayed
73496,how am I supposed to login to amazon hub if the login box only accepts 10 characters?,"@132434 Hi, sorry to hear your having and issue putting in the code. Please reach out to us here: https://t.co/hApLpMlfHN so we can take a look.^ES",1,account_access
2793138,I’m so sick of carriers saying they “couldn’t find the house” put it into a GPS you idiot 🙄 I need that package for tomorrow,@779483 I am so sorry for the delay! Can you please provide us with who the carrier is here: https://t.co/Y5jpI9gRhE ^LS,11,delivery_failed_or_wrong
1771754,pas encore c'est en cours! :p,"@405842 D'accord, Merci de nous tenir informé si vous l'avez bien reçu.
^YL",4,other
84262,Yet again I'm skeptical my delivery will arrive today when it's not left Preston yet...,@134539 Has any notification of a delay been advised? Keep us posted. We hope you get it today. ^PK,6,delivery_delayed
